,CC,CID,VERSION NR,TABLE,LOCATION CODE,(SUB)TYPE,ROAD NUMBER,ROAD NAME,JUNCTION NUMBER,FIRST NAME,SECOND NAME,AREA REFERENCE,LINEAR REFERENCE,NEGATIVE OFFSET,POSITIVE OFFSET,INTERSECTION REFS,LATITUDE,LONGITUDE,URBAN,INTERRUPT,ISOLATED,IN+,OUT+,IN-,OUT-,PRESENT+,PRESENT-,geometry
4624,2,227,3.2,19,20124,P1.4,,Sri Rat Expressway,,Off Ramp Connection Ratchada Phisek Rd. - 8124,,10.0,8124.0,12117.0,,,13.83029,100.53922,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53922 13.83029)
4626,2,227,3.2,19,12097,P1.4,,Sri Rat Expressway,,Saphan Sawang (From Surawong),,10.0,8115.0,,20115.0,,13.72969,100.51724,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51724 13.72969)
4627,2,227,3.2,19,20115,P1.4,,Sri Rat Expressway,,Off Ramp Connection Rama 4 Rd. (To Hua Lamphong) - 8115,,10.0,8115.0,12097.0,,,13.73673,100.51837,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51837 13.73673)
4629,2,227,3.2,19,12090,P1.4,,Sri Rat Expressway,,Sathon (From Chan),,10.0,8110.0,,20110.0,,13.70811,100.5178,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5178 13.70811)
4630,2,227,3.2,19,20110,P1.4,,Sri Rat Expressway,,Off Ramp Connection Sathon Rd. - 8110,,10.0,8110.0,12090.0,,,13.71808,100.51696,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51696 13.71808)
4632,2,227,3.2,19,12074,P1.4,,Sri Rat Expressway,,Sathu Pradit 2 (From Sathon),,10.0,8098.0,,20098.0,,13.69623,100.52522,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52522 13.69623)
4633,2,227,3.2,19,20098,P1.4,,Sri Rat Expressway,,Off Ramp Connection Ratchada Phisek Rd. - 8098,,10.0,8098.0,12074.0,,,13.69465,100.52856,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52856 13.69465)
4635,2,227,3.2,19,12125,P1.4,,Sri Rat Expressway,,Sathu Pradit 2 (From Sathon),,10.0,8128.0,,20128.0,,13.69623,100.52522,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52522 13.69623)
4636,2,227,3.2,19,20128,P1.5,,Sri Rat Expressway,,To Bang Khlo Overpass (From Sathon),,10.0,8128.0,12125.0,,,13.69499,100.52652,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52652 13.69499)
4638,2,227,3.2,19,12066,P1.4,,Sri Rat Expressway,,Silom (From Saphan Sawang),,10.0,8094.0,,20094.0,,13.72615,100.51811,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51811 13.72615)
4639,2,227,3.2,19,20094,P1.4,,Sri Rat Expressway,,Off Ramp Connection Silom Rd. - 8094,,10.0,8094.0,12066.0,,,13.72328,100.5192,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5192 13.72328)
4641,2,227,3.2,19,45973,P1.4,,Sri Rat Expressway,,Srinakharin (1),,10.0,8135.0,,20135.0,,13.74208,100.61514,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61514 13.74208)
4642,2,227,3.2,19,20135,P1.4,,Sri Rat Expressway,,To Srinakharin - 8135,,10.0,8135.0,45973.0,,,13.74194,100.62209,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62209 13.74194)
4644,2,227,3.2,19,12102,P1.4,,Sri Rat Expressway,,Uruphong (From Hua Lamphong),,10.0,8118.0,,20118.0,,13.75076,100.5214,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5214 13.75076)
4645,2,227,3.2,19,20118,P1.4,,Sri Rat Expressway,,Off Ramp Connection Rama 6 Rd. - 8118,,10.0,8118.0,12102.0,,,13.75201,100.5213,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5213 13.75201)
4647,2,227,3.2,19,12058,P1.4,,Sri Rat Expressway,,Yommarat (From Khlong Prapa 2),,10.0,8090.0,,20090.0,,13.7583,100.52475,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52475 13.7583)
4648,2,227,3.2,19,20090,P1.4,,Sri Rat Expressway,,Off Ramp Connection Phetchaburi Rd. - 8090,,10.0,8090.0,12058.0,,,13.75689,100.52069,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52069 13.75689)
4650,2,227,3.2,19,12112,P1.4,,Sri Rat Expressway,,Yan Phahonyothin (From Khlong Prapa 1),,10.0,8122.0,,20122.0,,13.79416,100.53839,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53839 13.79416)
4651,2,227,3.2,19,20122,P1.4,,Sri Rat Expressway,,Off Ramp Connection Kamphaeng Phet 1 Rd. (To Chatuchak) - 8122,,10.0,8122.0,12112.0,,,13.79698,100.53829,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53829 13.79698)
4653,2,227,3.2,19,12091,P3.16,,Sri Rat Expressway,,Jan Front Toll Plaza,,10.0,8111.0,,20111.0,,13.70898,100.51651,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51651 13.70898)
4654,2,227,3.2,19,20111,P1.5,,Sri Rat Expressway,,To Chan,,10.0,8111.0,12091.0,,,13.70977,100.51662,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51662 13.70977)
4656,2,227,3.2,19,12038,P1.5,,Sri Rat Expressway,,Makkasan Overpass (To Expressway 1) (S1),,10.0,8074.0,,20074.0,,13.7554,100.55344,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55344 13.7554)
4657,2,227,3.2,19,20074,P1.6,,Sri Rat Expressway,,Makkasan Overpass (To Expressway 2) (S1) - 8074,,10.0,8074.0,12038.0,,,13.75623,100.54958,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54958 13.75623)
4659,2,227,3.2,19,12025,P1.5,,Sri Rat Expressway,,Makkasan Overpass (To Expressway 1) (S2),,10.0,8067.0,,20067.0,,13.7588,100.54845,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54845 13.7588)
4660,2,227,3.2,19,20067,P1.13,,Sri Rat Expressway,,Makkasan Overpass (To Din Daeng) - 8067,,10.0,8067.0,12025.0,,,13.75636,100.54945,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54945 13.75636)
4662,2,227,3.2,19,12039,P1.1,,Sri Rat Expressway,,Makkasan Overpass (To Expressway 2) (S1),,10.0,8075.0,,20075.0,,13.75623,100.54958,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54958 13.75623)
4663,2,227,3.2,19,20075,P1.13,,Sri Rat Expressway,,Makkasan Overpass (S3) - 8075,,10.0,8075.0,12039.0,,,13.75539,100.54573,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54573 13.75539)
4665,2,227,3.2,19,12043,P1.1,,Sri Rat Expressway,,Makkasan Overpass (To Expressway 2) (S2),,10.0,8079.0,,20079.0,,13.76279,100.54841,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54841 13.76279)
4666,2,227,3.2,19,20079,P1.1,,Sri Rat Expressway,,Makkasan Overpass (To Phaya Thai) - 8079,,10.0,8079.0,12043.0,,,13.75713,100.54811,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54811 13.75713)
4668,2,227,3.2,19,12041,P1.6,,Sri Rat Expressway,,Makkasan Overpass (To Expressway 2) (S3),,10.0,8077.0,,20077.0,,13.75629,100.54483,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54483 13.75629)
4669,2,227,3.2,19,20077,P1.6,,Sri Rat Expressway,,Makkasan Overpass (To Rama Rd.) - 8077,,10.0,8077.0,12041.0,,,13.75709,100.547,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.547 13.75709)
4671,2,227,3.2,19,12040,P1.5,,Sri Rat Expressway,,Makkasan Overpass (To Din Daeng),,10.0,8076.0,,20076.0,,13.75636,100.54945,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54945 13.75636)
4672,2,227,3.2,19,20076,P1.6,,Sri Rat Expressway,,Makkasan Overpass (To Din Daeng) - 8076,,10.0,8076.0,12040.0,,,13.76228,100.54714,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54714 13.76228)
4674,2,227,3.2,19,12044,P1.1,,Sri Rat Expressway,,Makkasan Overpass (To Phaya Thai),,10.0,8080.0,,20080.0,,13.75713,100.54811,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54811 13.75713)
4675,2,227,3.2,19,20080,P1.1,,Sri Rat Expressway,,Phahonyothin (Victory Monument),,10.0,8080.0,12044.0,,,13.75883,100.54745,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54745 13.75883)
4677,2,227,3.2,19,12042,P1.6,,Sri Rat Expressway,,Makkasan Overpass (To Rama Rd.),,10.0,8078.0,,20078.0,,13.75709,100.547,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.547 13.75709)
4678,2,227,3.2,19,20078,P1.13,,Sri Rat Expressway,,Asok (Rama 9 intersection),,10.0,8078.0,12042.0,,,13.75545,100.55566,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55566 13.75545)
4680,2,227,3.2,19,45975,P1.5,,Sri Rat Expressway,,Motoway - Dan Srinakharin (1),,10.0,1032.0,,45976.0,,13.74246,100.63629,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63629 13.74246)
4681,2,227,3.2,19,45976,P3.16,,Sri Rat Expressway,,Srinakharin Back Toll Plaza,,10.0,1032.0,45975.0,45977.0,,13.741,100.6182,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6182 13.741)
4682,2,227,3.2,19,45977,P1.13,,Sri Rat Expressway,,Ramkhamhang Overpass (To Phaya Thai In 1),,10.0,1032.0,45976.0,45982.0,,13.74728,100.60608,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60608 13.74728)
4683,2,227,3.2,19,45982,P1.13,,Sri Rat Expressway,,Ramkhamhang Overpass (To Phaya Thai In 2),,10.0,1032.0,45977.0,45983.0,,13.74918,100.60059,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60059 13.74918)
4684,2,227,3.2,19,45983,P1.13,,Sri Rat Expressway,,Soi Centre Research (2),,10.0,1032.0,45982.0,13025.0,,13.75114,100.5936,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5936 13.75114)
4685,2,227,3.2,19,13025,P1.13,,Sri Rat Expressway,,Rama 9 (N1),,10.0,1032.0,45983.0,13027.0,,13.75323,100.58737,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58737 13.75323)
4686,2,227,3.2,19,13027,P1.13,,Sri Rat Expressway,,Piyawet Hospital Section (2),,10.0,1032.0,13025.0,13028.0,,13.75433,100.58224,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58224 13.75433)
4687,2,227,3.2,19,13028,P3.16,,Sri Rat Expressway,,Asok 4 Front Toll Plaza (1),,10.0,1032.0,13027.0,13029.0,,13.75231,100.57319,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57319 13.75231)
4688,2,227,3.2,19,13029,P3.16,,Sri Rat Expressway,,Asok 4 Front Toll Plaza (2),,10.0,1032.0,13028.0,13069.0,,13.75199,100.5694,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5694 13.75199)
4689,2,227,3.2,19,13069,P1.13,,Sri Rat Expressway,,1Asok 4 Front Toll Plaza-2Asok 2 Overpass,,10.0,1032.0,13029.0,,,13.75291,100.56451,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56451 13.75291)
4692,2,227,3.2,19,13063,P1.4,,Sri Rat Expressway,,Pracha Chuen (From Ngamwongwan),,10.0,2131.0,13075.0,13064.0,,13.84208,100.53437,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53437 13.84208)
4693,2,227,3.2,19,13064,P2.1,,Sri Rat Expressway,,Toll Pracha Chuen ( 300 M. ),,10.0,2131.0,13063.0,13071.0,,13.8395,100.53584,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53584 13.8395)
4694,2,227,3.2,19,13071,P3.16,,Sri Rat Expressway,,To Toll Pracha Chuen,,10.0,2131.0,13064.0,,,13.83722,100.53717,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53717 13.83722)
4696,2,227,3.2,19,12085,P1.3,,Sri Rat Expressway,,On Ramp Connection Bang Khlo Opverpass (To Chan) - 1023,,10.0,1023.0,,12086.0,,13.69585,100.52404,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52404 13.69585)
4697,2,227,3.2,19,12086,P2.1,,Sri Rat Expressway,,Chan ( 500 M. ),,10.0,1023.0,12085.0,12088.0,,13.69996,100.51998,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51998 13.69996)
4698,2,227,3.2,19,12088,P1.4,,Sri Rat Expressway,,Chan (From Sathu Pradit),,10.0,1023.0,12086.0,12089.0,,13.70388,100.51778,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51778 13.70388)
4699,2,227,3.2,19,12089,P1.4,,Sri Rat Expressway,,Sathon (From Chan),,10.0,1023.0,12088.0,12093.0,,13.70811,100.5178,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5178 13.70811)
4700,2,227,3.2,19,12093,P1.13,,Sri Rat Expressway,,Loet Sin Hospital Section (N1),,10.0,1023.0,12089.0,12096.0,,13.71481,100.51762,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51762 13.71481)
4701,2,227,3.2,19,12096,P1.5,,Sri Rat Expressway,,On Ramp Connection Surawong (To Saphan Sawang) - 1023,,10.0,1023.0,12093.0,12098.0,,13.72748,100.51727,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51727 13.72748)
4702,2,227,3.2,19,12098,P1.4,,Sri Rat Expressway,,Saphan Sawang (From Surawong),,10.0,1023.0,12096.0,12101.0,,13.72969,100.51724,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51724 13.72969)
4703,2,227,3.2,19,12101,P1.5,,Sri Rat Expressway,,On Rump Connection Hua Lamphong - 1023,,10.0,1023.0,12098.0,12103.0,,13.74376,100.51996,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51996 13.74376)
4704,2,227,3.2,19,12103,P1.4,,Sri Rat Expressway,,Uruphong (From Hua Lamphong),,10.0,1023.0,12101.0,12105.0,,13.75076,100.5214,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5214 13.75076)
4705,2,227,3.2,19,12105,P1.5,,Sri Rat Expressway,,On Ramp Connection Yommarat (To Chaeng Watthana) - 1023,,10.0,1023.0,12103.0,12119.0,,13.75877,100.52411,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52411 13.75877)
4706,2,227,3.2,19,12119,P1.6,,Sri Rat Expressway,,Phaya Thai Overpass (N2),,10.0,1023.0,12105.0,12129.0,,13.76556,100.52681,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52681 13.76556)
4707,2,227,3.2,19,12129,P1.3,,Sri Rat Expressway,,To Phaya Thai Overpass (From Yommarat),,10.0,1023.0,12119.0,,,13.76991,100.52855,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52855 13.76991)
4709,2,227,3.2,19,12019,P1.3,,Sri Rat Expressway,,On Ramp Connection Phaya Thai Overpass (To Phahonyothin) - 2022,,10.0,2022.0,,12021.0,,13.77138,100.5333,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5333 13.77138)
4710,2,227,3.2,19,12021,P1.6,,Sri Rat Expressway,,Phahonyothin Rd. Overpass (S1),,10.0,2022.0,12019.0,12024.0,,13.76943,100.5368,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5368 13.76943)
4711,2,227,3.2,19,12024,P1.6,,Sri Rat Expressway,,Makkasan Overpass (Khio Phret),,10.0,2022.0,12021.0,12026.0,,13.76516,100.54095,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54095 13.76516)
4712,2,227,3.2,19,12026,P1.6,,Sri Rat Expressway,,Makkasan Overpass (S1),,10.0,2022.0,12024.0,12027.0,,13.7588,100.54845,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54845 13.7588)
4713,2,227,3.2,19,12027,P1.13,,Sri Rat Expressway,,Asok (Rama 9 intersection),,10.0,2022.0,12026.0,12029.0,,13.75545,100.55566,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55566 13.75545)
4714,2,227,3.2,19,12029,P1.13,,Sri Rat Expressway,,Asok (ao so mo to.intersection),,10.0,2022.0,12027.0,12126.0,,13.75446,100.56019,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56019 13.75446)
4715,2,227,3.2,19,12126,P1.13,,Sri Rat Expressway,,Asok (ao so mo to.intersection) East,,10.0,2022.0,12029.0,,,13.75357,100.56467,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56467 13.75357)
4717,2,227,3.2,19,12120,P1.3,,Sri Rat Expressway,,On Ramp Connection Phaya Thai Overpass (To Yommarat) - 2023,,10.0,2023.0,,12052.0,,13.77009,100.52941,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52941 13.77009)
4718,2,227,3.2,19,12052,P1.13,,Sri Rat Expressway,,Yommarat,,10.0,2023.0,12120.0,12059.0,,13.76488,100.5274,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5274 13.76488)
4719,2,227,3.2,19,12059,P1.4,,Sri Rat Expressway,,Yommarat (From Khlong Prapa 2),,10.0,2023.0,12052.0,12060.0,,13.7583,100.52475,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52475 13.7583)
4720,2,227,3.2,19,12060,P1.5,,Sri Rat Expressway,,On Ramp Connection Uruphong (To Hua Lamphong) - 2023,,10.0,2023.0,12059.0,12062.0,,13.75374,100.5232,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5232 13.75374)
4721,2,227,3.2,19,12062,P1.4,,Sri Rat Expressway,,Hua Lamphong (From Uruphong),,10.0,2023.0,12060.0,12065.0,,13.74235,100.52059,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52059 13.74235)
4722,2,227,3.2,19,12065,P1.5,,Sri Rat Expressway,,On Ramp Connection Saphan Sawang (To Surawong) - 2023,,10.0,2023.0,12062.0,12067.0,,13.73134,100.51796,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51796 13.73134)
4723,2,227,3.2,19,12067,P1.4,,Sri Rat Expressway,,Silom (From Saphan Sawang),,10.0,2023.0,12065.0,12071.0,,13.72615,100.51811,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51811 13.72615)
4724,2,227,3.2,19,12071,P1.4,,Sri Rat Expressway,,Chan (From Sathon),,10.0,2023.0,12067.0,12072.0,,13.7148,100.51858,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51858 13.7148)
4725,2,227,3.2,19,12072,P1.5,,Sri Rat Expressway,,On Ramp Connection Sathon (To Chan) - 2023,,10.0,2023.0,12071.0,12073.0,,13.70823,100.51887,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51887 13.70823)
4726,2,227,3.2,19,12073,P2.1,,Sri Rat Expressway,,Sathu Pradit ( 500 M. ),,10.0,2023.0,12072.0,12128.0,,13.69945,100.52196,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52196 13.69945)
4727,2,227,3.2,19,12128,P1.4,,Sri Rat Expressway,,Sathu Pradit 2 (From Sathon),,10.0,2023.0,12073.0,,,13.69623,100.52522,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52522 13.69623)
4729,2,227,3.2,19,12084,P1.5,,Sri Rat Expressway,,On Ramp Connection Rama 3 (To Chan) - 8108,,10.0,8108.0,,20108.0,,13.6931,100.52483,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52483 13.6931)
4730,2,227,3.2,19,20108,P1.3,,Sri Rat Expressway,,On Ramp Connection Bang Khlo Overpass (To Chan) - 8102,,10.0,8108.0,12084.0,,,13.69585,100.52404,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52404 13.69585)
4732,2,227,3.2,19,12022,P3.16,,Sri Rat Expressway,,Phahonyothin 1 Front Toll Plaza,,10.0,8065.0,,20065.0,,13.76865,100.5406,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5406 13.76865)
4733,2,227,3.2,19,20065,P1.5,,Sri Rat Expressway,,To Phahonyothin,,10.0,8065.0,12022.0,,,13.76803,100.54097,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54097 13.76803)
4735,2,227,3.2,19,12048,P3.16,,Sri Rat Expressway,,Phahonyothin 2 Front Toll Plaza,,10.0,8082.0,,20082.0,,13.7665,100.53901,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53901 13.7665)
4736,2,227,3.2,19,20082,P1.5,,Sri Rat Expressway,,To Phahonyothin,,10.0,8082.0,12048.0,,,13.76689,100.53864,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53864 13.76689)
4738,2,227,3.2,19,45979,P3.16,,Sri Rat Expressway,,Ram Khamhang Front Toll Plaza,,10.0,8137.0,,20137.0,,13.74663,100.60513,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60513 13.74663)
4739,2,227,3.2,19,20137,P1.5,,Sri Rat Expressway,,To Ramkhamhang,,10.0,8137.0,45979.0,,,13.74771,100.60242,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60242 13.74771)
4741,2,227,3.2,19,45963,P3.16,,Sri Rat Expressway,,Rama 9 Front Toll Plaza,,10.0,8129.0,,20129.0,,13.75502,100.57898,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57898 13.75502)
4742,2,227,3.2,19,20129,P1.5,,Sri Rat Expressway,,To Rama 9,,10.0,8129.0,45963.0,,,13.75604,100.58039,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58039 13.75604)
4744,2,227,3.2,19,45971,P1.13,,Sri Rat Expressway,,Rama 9-1 Back Toll Plaza (Sri Rut),,10.0,8134.0,,20134.0,,13.75127,100.60264,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60264 13.75127)
4745,2,227,3.2,19,20134,P1.13,,Sri Rat Expressway,,Srinakharin,,10.0,8134.0,45971.0,,,13.74869,100.6041,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6041 13.74869)
4747,2,227,3.2,19,45981,P1.13,,Sri Rat Expressway,,Rama 9-1 Back Toll Plaza (To Dindaeng),,10.0,8139.0,,20139.0,,13.75127,100.60264,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60264 13.75127)
4748,2,227,3.2,19,20139,P1.13,,Sri Rat Expressway,,Soi Centre Research - 8139,,10.0,8139.0,45981.0,,,13.75114,100.5936,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5936 13.75114)
4750,2,227,3.2,19,45968,P3.16,,Sri Rat Expressway,,Rama 9-1 Toll Plaza (Chalongrat1),,10.0,8132.0,,20132.0,,13.7522,100.59382,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59382 13.7522)
4751,2,227,3.2,19,20132,P1.13,,Sri Rat Expressway,,Rama 9 Overpass - 8132,,10.0,8132.0,45968.0,,,13.75166,100.60236,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60236 13.75166)
4753,2,227,3.2,19,45978,P3.16,,Sri Rat Expressway,,Rama 9-1 Toll Plaza (Chalongrat 2),,10.0,8136.0,,20136.0,,13.74728,100.60608,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60608 13.74728)
4754,2,227,3.2,19,20136,P1.6,,Sri Rat Expressway,,Rama 9 Overpass - 8136,,10.0,8136.0,45978.0,,,13.75166,100.60236,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60236 13.75166)
4756,2,227,3.2,19,47463,P1.11,,Sri Wara Road,,Soi Ramkhamhaeng 21,,10.0,2867.0,,47464.0,,13.76314,100.60065,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60065 13.76314)
4757,2,227,3.2,19,47464,P1.11,,Sri Wara Road,,Ramkhamhaeng 39,,10.0,2867.0,47463.0,47465.0,,13.76638,100.60347,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60347 13.76638)
4758,2,227,3.2,19,47465,P1.11,,Sri Wara Road,,Soi Town In Town 3/4,,10.0,2867.0,47464.0,47466.0,,13.77096,100.60773,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60773 13.77096)
4759,2,227,3.2,19,47466,P1.11,,Sri Wara Road,,Intharaphorn Road,,10.0,2867.0,47465.0,,,13.77473,100.611,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.611 13.77473)
4761,2,227,3.2,19,47467,P1.11,,Srinagarindra 24,,On Nut 39,,10.0,2868.0,,47468.0,,13.72029,100.63957,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63957 13.72029)
4762,2,227,3.2,19,47468,P1.11,,Srinagarindra 24,,Srinagarindra Road,,10.0,2868.0,47467.0,,,13.72054,100.64199,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64199 13.72054)
4764,2,227,3.2,19,47469,P1.11,,Srinagarindra 38,,Leabklongkled Road,,10.0,2869.0,,47470.0,,13.69809,100.6376,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6376 13.69809)
4765,2,227,3.2,19,47470,P1.11,,Srinagarindra 38,,On Nut 46/Srinagarindra 38,,10.0,2869.0,47469.0,47471.0,,13.6985,100.63838,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63838 13.6985)
4766,2,227,3.2,19,47471,P1.11,,Srinagarindra 38,,3344,,10.0,2869.0,47470.0,,,13.70038,100.64641,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64641 13.70038)
