,CC,CID,VERSION NR,TABLE,LOCATION CODE,(SUB)TYPE,ROAD NUMBER,ROAD NAME,JUNCTION NUMBER,FIRST NAME,SECOND NAME,AREA REFERENCE,LINEAR REFERENCE,NEGATIVE OFFSET,POSITIVE OFFSET,INTERSECTION REFS,LATITUDE,LONGITUDE,URBAN,INTERRUPT,ISOLATED,IN+,OUT+,IN-,OUT-,PRESENT+,PRESENT-,geometry
5779,2,227,3.2,19,39509,P1.11,,Thoet Damri Road,,Thoetdamri Rd. Cross Rama 6 Rd.,,10.0,667.0,39508.0,39517.0,,13.79753,100.53719,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53719 13.79753)
5780,2,227,3.2,19,39517,P1.11,,Thoet Damri Road,,Puncementthai Rd. Cross Rot Fai Rd.-667,,10.0,667.0,39509.0,,,13.80304,100.5391,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5391 13.80304)
5782,2,227,3.2,19,48168,P1.11,,Thong Lo 10,,Sukhumvit 55,,10.0,3072.0,,48169.0,,13.73242,100.58206,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58206 13.73242)
5783,2,227,3.2,19,48169,P1.11,,Thong Lo 10,,Ekkamai 5,,10.0,3072.0,48168.0,,,13.73154,100.58456,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58456 13.73154)
5785,2,227,3.2,19,48170,P1.11,,Thong Lo 20,,Sukhumvit 55,,10.0,3073.0,,48171.0,,13.73947,100.58442,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58442 13.73947)
5786,2,227,3.2,19,48171,P1.11,,Thong Lo 20,,Ekkamai 21,,10.0,3073.0,48170.0,,,13.73887,100.58727,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58727 13.73887)
5788,2,227,3.2,19,48172,P1.11,,Thung Mangkon 3,,Phuttha Monthon Sai 1 Road,,10.0,3074.0,,48173.0,,13.78455,100.42649,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42649 13.78455)
5789,2,227,3.2,19,48173,P1.11,,Thung Mangkon 3,,Thung Mangkon Road,,10.0,3074.0,48172.0,,,13.78536,100.42912,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42912 13.78536)
5808,2,227,3.2,19,44505,P1.11,,Trithong Rd.,,Phahurat Intersection-672,,10.0,672.0,,44506.0,,13.74514,100.49936,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49936 13.74514)
5809,2,227,3.2,19,44506,P1.11,,Trithong Rd.,,Chaloem Krung Intersection-672,,10.0,672.0,44505.0,44507.0,,13.74711,100.49974,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.49974 13.74711)
5810,2,227,3.2,19,44507,P1.11,,Trithong Rd.,,Trithong-ratchaborphit Intersection,,10.0,672.0,44506.0,44508.0,,13.74947,100.50016,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50016 13.74947)
5811,2,227,3.2,19,44508,P1.12,,Trithong Rd.,,Sao Ching Cha 1 Junction,,10.0,672.0,44507.0,44512.0,,13.75172,100.5005,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5005 13.75172)
5812,2,227,3.2,19,44512,P1.11,,Trithong Rd.,,Bangkok Intersection-672,,10.0,672.0,44508.0,,,13.75339,100.50111,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50111 13.75339)
5814,2,227,3.2,19,48185,P1.11,,Udom Suk 18,,Sukhumvit 103/2,,10.0,3078.0,,48186.0,,13.67563,100.61304,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61304 13.67563)
5815,2,227,3.2,19,48186,P1.11,,Udom Suk 18,,Bang Na-Trat 1,,10.0,3078.0,48185.0,48187.0,,13.67682,100.61417,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61417 13.67682)
5816,2,227,3.2,19,48187,P1.11,,Udom Suk 18,,Udom Suk Road,,10.0,3078.0,48186.0,,,13.67862,100.61529,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61529 13.67862)
5818,2,227,3.2,19,48188,P1.11,,Udom Suk 24,,Soi Ruam Charoen,,10.0,3079.0,,48189.0,,13.67506,100.61734,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61734 13.67506)
5819,2,227,3.2,19,48189,P1.11,,Udom Suk 24,,Udom Suk Road,,10.0,3079.0,48188.0,,,13.67855,100.61899,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61899 13.67855)
5821,2,227,3.2,19,48190,P1.11,,Udom Suk 26,,Soi Ruam Charoen,,10.0,3080.0,,48191.0,,13.67274,100.6192,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6192 13.67274)
5822,2,227,3.2,19,48191,P1.11,,Udom Suk 26,,Udom Suk 26 Yaek 13,,10.0,3080.0,48190.0,48192.0,,13.677,100.62142,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62142 13.677)
5823,2,227,3.2,19,48192,P1.11,,Udom Suk 26,,Udom Suk Road,,10.0,3080.0,48191.0,,,13.67851,100.61998,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61998 13.67851)
5825,2,227,3.2,19,48193,P1.11,,Udom Suk 29,,Udom Suk Road,,10.0,3081.0,,48194.0,,13.67833,100.62458,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62458 13.67833)
5826,2,227,3.2,19,48194,P1.11,,Udom Suk 29,,Wachiratham Sathit 32,,10.0,3081.0,48193.0,48195.0,,13.68297,100.62278,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62278 13.68297)
5827,2,227,3.2,19,48195,P1.11,,Udom Suk 29,,Sukhumvit 101/1,,10.0,3081.0,48194.0,,,13.68447,100.62274,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62274 13.68447)
5829,2,227,3.2,19,48196,P1.11,,Udom Suk 51,,Sukhumwit 103,,10.0,3082.0,,48197.0,,13.67794,100.63757,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63757 13.67794)
5830,2,227,3.2,19,48197,P1.11,,Udom Suk 51,,Wachiratham Sathit 70,,10.0,3082.0,48196.0,,,13.68653,100.63521,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63521 13.68653)
5832,2,227,3.2,19,48198,P1.11,,Udom Suk 56,,Bang Na-Trat 21 Yaek 9,,10.0,3083.0,,48199.0,,13.67198,100.6333,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6333 13.67198)
5833,2,227,3.2,19,48199,P1.11,,Udom Suk 56,,Sukhumwit 103,,10.0,3083.0,48198.0,,,13.6779,100.63588,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63588 13.6779)
5835,2,227,3.2,19,48200,P1.11,,Udom Suk 60,,Srinagarindra 58,,10.0,3084.0,,48201.0,,13.67533,100.64135,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64135 13.67533)
5836,2,227,3.2,19,48201,P1.11,,Udom Suk 60,,Udom Suk Road,,10.0,3084.0,48200.0,,,13.6778,100.64179,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.64179 13.6778)
5838,2,227,3.2,19,15130,P1.11,,Udom Suk Road,,Udom Suk Intersection-613,,10.0,613.0,,15131.0,,13.67885,100.60909,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60909 13.67885)
5839,2,227,3.2,19,15131,P3.37,,Udom Suk Road,,Krung Thai Bank,,10.0,613.0,15130.0,15132.0,,13.67833,100.6306,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6306 13.67833)
5840,2,227,3.2,19,15132,P1.11,,Udom Suk Road,,Si Udom Intersection,,10.0,613.0,15131.0,,,13.67788,100.6458,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6458 13.67788)
6058,2,227,3.2,19,48202,P1.11,,Vibhavadi Rangsit 2,,Uttaraphimuk Elevated Tollway,,10.0,3085.0,,48203.0,,13.77921,100.5568,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5568 13.77921)
6059,2,227,3.2,19,48203,P1.11,,Vibhavadi Rangsit 2,,Pracha Songkhro 23,,10.0,3085.0,48202.0,,,13.7746,100.55806,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55806 13.7746)
6061,2,227,3.2,19,48204,P1.11,,Vibhavadi Rangsit 32,,Uttaraphimuk Elevated Tollway,,10.0,3086.0,,48205.0,,13.8266,100.55819,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55819 13.8266)
6062,2,227,3.2,19,48205,P1.11,,Vibhavadi Rangsit 32,,Soi Vibhavadi Rangsit 32 Yaek 5,,10.0,3086.0,48204.0,,,13.825,100.55925,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55925 13.825)
6064,2,227,3.2,19,48206,P1.11,,Vibhavadi Rangsit 60,,Uttaraphimuk Elevated Tollway,,10.0,3087.0,,48207.0,,13.86589,100.57163,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57163 13.86589)
6065,2,227,3.2,19,48207,P1.11,,Vibhavadi Rangsit 60,,Soi Vibhavadi Rangsit 60 Yaek 1,,10.0,3087.0,48206.0,48208.0,,13.86341,100.57388,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57388 13.86341)
6066,2,227,3.2,19,48208,P1.11,,Vibhavadi Rangsit 60,,Vibhavadi Rangsit 60 Yaek 3,,10.0,3087.0,48207.0,48209.0,,13.86424,100.57977,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57977 13.86424)
6067,2,227,3.2,19,48209,P1.11,,Vibhavadi Rangsit 60,,Phahon Yothin 49/1,,10.0,3087.0,48208.0,,,13.85977,100.58216,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58216 13.85977)
6069,2,227,3.2,19,48210,P1.11,,Vibhavadi Rangsit 64,,Uttaraphimuk Elevated Tollway,,10.0,3088.0,,48211.0,,13.87549,100.57697,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57697 13.87549)
6070,2,227,3.2,19,48211,P1.11,,Vibhavadi Rangsit 64,,Vibhavadi Rangsit 64 Yaek 2,,10.0,3088.0,48210.0,48212.0,,13.87478,100.57863,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57863 13.87478)
6071,2,227,3.2,19,48212,P1.11,,Vibhavadi Rangsit 64,,Vibhavadi Rangsit 64 Yaek 4,,10.0,3088.0,48211.0,48213.0,,13.87353,100.58088,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58088 13.87353)
6072,2,227,3.2,19,48213,P1.11,,Vibhavadi Rangsit 64,,Vibhavadi Rangsit 64 Yaek 10,,10.0,3088.0,48212.0,48214.0,,13.87452,100.58145,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58145 13.87452)
6073,2,227,3.2,19,48214,P1.11,,Vibhavadi Rangsit 64,,Soi Chaengwatthana 1,,10.0,3088.0,48213.0,48215.0,,13.87553,100.5832,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5832 13.87553)
6074,2,227,3.2,19,48215,P1.11,,Vibhavadi Rangsit 64,,Vibhavadi Rangsit 64 Yaek 11,,10.0,3088.0,48214.0,,,13.87479,100.58366,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58366 13.87479)
6076,2,227,3.2,19,48216,P1.11,,Vibhavadi Rangsit 64 Yaek 10,,Vibhavadi Rangsit 64 West,,10.0,3089.0,,48217.0,,13.87452,100.58145,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58145 13.87452)
6077,2,227,3.2,19,48217,P1.11,,Vibhavadi Rangsit 64 Yaek 10,,Vibhavadi Rangsit 64 East,,10.0,3089.0,48216.0,,,13.87479,100.58366,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58366 13.87479)
6079,2,227,3.2,19,48218,P1.11,,Vibhavadi Rangsit 64 Yaek 2,,Phahon Yothin Road,,10.0,3090.0,,48219.0,,13.87137,100.57858,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57858 13.87137)
6080,2,227,3.2,19,48219,P1.11,,Vibhavadi Rangsit 64 Yaek 2,,Vibhavadi Rangsit 64,,10.0,3090.0,48218.0,,,13.87478,100.57863,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57863 13.87478)
6082,2,227,3.2,19,20501,P3.37,,Vibhavadi-Rangsit Road,,Under Dindaeng Tollway-525,,10.0,525.0,,20502.0,,13.76393,100.5482,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5482 13.76393)
6083,2,227,3.2,19,20502,P3.37,,Vibhavadi-Rangsit Road,,Metropolitan Electricity Authority Viphawadi,,10.0,525.0,20501.0,20503.0,,13.76705,100.54944,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54944 13.76705)
6084,2,227,3.2,19,20503,P1.12,,Vibhavadi-Rangsit Road,,Soi Phahol Yothin 2-525,,10.0,525.0,20502.0,20504.0,,13.77132,100.55179,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55179 13.77132)
6085,2,227,3.2,19,20504,P3.37,,Vibhavadi-Rangsit Road,,Near Tollplazza Dindaeng,,10.0,525.0,20503.0,20505.0,,13.77562,100.55404,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55404 13.77562)
6086,2,227,3.2,19,20505,P3.37,,Vibhavadi-Rangsit Road,,Army Stadium,,10.0,525.0,20504.0,20506.0,,13.78121,100.55721,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55721 13.78121)
6087,2,227,3.2,19,20506,P3.37,,Vibhavadi-Rangsit Road,,Army Sport Office,,10.0,525.0,20505.0,20507.0,,13.78455,100.55918,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55918 13.78455)
6088,2,227,3.2,19,20507,P1.6,,Vibhavadi-Rangsit Road,,Saphan Sutthisan Intersection-525,,10.0,525.0,20506.0,20508.0,,13.78928,100.5614,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5614 13.78928)
6089,2,227,3.2,19,20508,P1.12,,Vibhavadi-Rangsit Road,,Soi Vibhavadi Rangsit 3,,10.0,525.0,20507.0,20509.0,,13.79687,100.56082,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56082 13.79687)
6090,2,227,3.2,19,20509,P1.12,,Vibhavadi-Rangsit Road,,Soi Vibhavadi Rangsit 20,,10.0,525.0,20508.0,20510.0,,13.80282,100.5602,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5602 13.80282)
6091,2,227,3.2,19,20510,P1.6,,Vibhavadi-Rangsit Road,,Lat Phrao Intersection-525,,10.0,525.0,20509.0,20511.0,,13.81091,100.55944,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55944 13.81091)
6092,2,227,3.2,19,20511,P3.37,,Vibhavadi-Rangsit Road,,Petroleum Thailand Building,,10.0,525.0,20510.0,20512.0,,13.81773,100.55861,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55861 13.81773)
6093,2,227,3.2,19,20512,P1.12,,Vibhavadi-Rangsit Road,,Soi Vibhavadi Rangsit 17,,10.0,525.0,20511.0,20513.0,,13.82521,100.55791,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55791 13.82521)
6094,2,227,3.2,19,20513,P1.1,,Vibhavadi-Rangsit Road,,Ratchavipha Interchange-525,,10.0,525.0,20512.0,20514.0,,13.83055,100.55758,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55758 13.83055)
6095,2,227,3.2,19,20514,P1.6,,Vibhavadi-Rangsit Road,,Bang Khen Intersection,,10.0,525.0,20513.0,20515.0,,13.84754,100.56149,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56149 13.84754)
6096,2,227,3.2,19,20515,P3.37,,Vibhavadi-Rangsit Road,,Daily News Building,,10.0,525.0,20514.0,20516.0,,13.86124,100.56901,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56901 13.86124)
6097,2,227,3.2,19,20516,P1.6,,Vibhavadi-Rangsit Road,,Laksi Intersection,,10.0,525.0,20515.0,20517.0,,13.88428,100.58159,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58159 13.88428)
6098,2,227,3.2,19,20517,P3.28,,Vibhavadi-Rangsit Road,,Donmuang Train Station,,10.0,525.0,20516.0,20519.0,,13.91998,100.60151,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60151 13.91998)
6099,2,227,3.2,19,20519,P3.14,,Vibhavadi-Rangsit Road,,Lam Luk Ka,,10.0,525.0,20517.0,,,13.95203,100.61886,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61886 13.95203)
6101,2,227,3.2,19,48220,P1.11,,Viphavadi Rangsit 28,,Uttaraphimuk Elevated Tollway,,10.0,3091.0,,48221.0,,13.8213,100.55869,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55869 13.8213)
6102,2,227,3.2,19,48221,P1.11,,Viphavadi Rangsit 28,,Phahon Yothin 19,,10.0,3091.0,48220.0,,,13.81993,100.56049,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56049 13.81993)
6104,2,227,3.2,19,48222,P1.11,,Viphavadi Rangsit 30,,Uttaraphimuk Elevated Tollway,,10.0,3092.0,,48223.0,,13.82361,100.55854,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55854 13.82361)
6105,2,227,3.2,19,48223,P1.11,,Viphavadi Rangsit 30,,Phahon Yothin 21,,10.0,3092.0,48222.0,,,13.82317,100.56122,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56122 13.82317)
6107,2,227,3.2,19,48224,P1.11,,Vibhavadi Rangsit 20,,Uttaraphimuk Elevated Tollway,,10.0,3093.0,,48225.0,,13.80292,100.56065,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56065 13.80292)
6108,2,227,3.2,19,48225,P1.11,,Vibhavadi Rangsit 20,,Soi Vibhavadi Rangsit 20 Yaek 3,,10.0,3093.0,48224.0,48226.0,,13.8025,100.56319,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56319 13.8025)
6109,2,227,3.2,19,48226,P1.11,,Vibhavadi Rangsit 20,,Soi Vibhavadi Rangsit 20 Yaek6,,10.0,3093.0,48225.0,48227.0,,13.80134,100.56518,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56518 13.80134)
6110,2,227,3.2,19,48227,P1.11,,Vibhavadi Rangsit 20,,Soi Lat Phrao 18 Yaek 10,,10.0,3093.0,48226.0,,,13.80308,100.56655,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56655 13.80308)
6112,2,227,3.2,19,48228,P1.11,,Wachiratham Sathit 23,,Sukhumvit 101/1,,10.0,3094.0,,48229.0,,13.68443,100.62138,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62138 13.68443)
6113,2,227,3.2,19,48229,P1.11,,Wachiratham Sathit 23,,Soi 11,,10.0,3094.0,48228.0,48230.0,,13.68685,100.62035,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62035 13.68685)
6114,2,227,3.2,19,48230,P1.11,,Wachiratham Sathit 23,,Sukhumvit 101,,10.0,3094.0,48229.0,,,13.69135,100.61838,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61838 13.69135)
6116,2,227,3.2,19,48231,P1.11,,Wachiratham Sathit 70,,Sukhumvit 101/1,,10.0,3095.0,,48232.0,,13.68653,100.63521,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63521 13.68653)
6117,2,227,3.2,19,48232,P1.11,,Wachiratham Sathit 70,,Wachiratham Sathit 63,,10.0,3095.0,48231.0,48233.0,,13.68905,100.63521,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63521 13.68905)
6118,2,227,3.2,19,48233,P1.11,,Wachiratham Sathit 70,,Srinagarindra 42,,10.0,3095.0,48232.0,,,13.68942,100.6401,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6401 13.68942)
6120,2,227,3.2,19,48234,P1.11,,Wang Doem Road,,Itsaraphap Road,,10.0,3096.0,,48235.0,,13.74042,100.48384,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48384 13.74042)
6121,2,227,3.2,19,48235,P1.11,,Wang Doem Road,,Arun Ammarin Road,,10.0,3096.0,48234.0,,,13.74213,100.48751,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.48751 13.74213)
6123,2,227,3.2,19,48236,P1.11,,Wang Thonglang,,Soi Chamnian Soem,,10.0,3097.0,,48237.0,,13.76548,100.59748,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59748 13.76548)
6124,2,227,3.2,19,48237,P1.11,,Wang Thonglang,,Pradit Manutham Road,,10.0,3097.0,48236.0,,,13.7642,100.59949,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.59949 13.7642)
6126,2,227,3.2,19,48238,P1.11,,Wat Kaeo-Phutthamonthon Sai 1 Road,,Phuttha Monthon Sai 1 Road,,10.0,3098.0,,48239.0,,13.75583,100.4272,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.4272 13.75583)
6127,2,227,3.2,19,48239,P1.11,,Wat Kaeo-Phutthamonthon Sai 1 Road,,Paknam-Krachomthong Road,,10.0,3098.0,48238.0,48240.0,,13.75434,100.43698,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43698 13.75434)
6128,2,227,3.2,19,48240,P1.11,,Wat Kaeo-Phutthamonthon Sai 1 Road,,Ratchaphruek Road,,10.0,3098.0,48239.0,,,13.75442,100.44591,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.44591 13.75442)
6135,2,227,3.2,19,48245,P1.11,,Wat Nawong Pracha Phatthana Road,,Srong Prapha Road,,10.0,3100.0,,48246.0,,13.93306,100.567,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.567 13.93306)
6136,2,227,3.2,19,48246,P1.11,,Wat Nawong Pracha Phatthana Road,,Decha Tungkha Road,,10.0,3100.0,48245.0,48247.0,,13.94447,100.57101,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57101 13.94447)
6137,2,227,3.2,19,48247,P1.11,,Wat Nawong Pracha Phatthana Road,,Liapkhu Naikim Sai 1 Road,,10.0,3100.0,48246.0,53004.0,,13.94757,100.57179,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57179 13.94757)
6138,2,227,3.2,19,53004,P1.13,,Wat Nawong Pracha Phatthana Road,,Nawong Pracha Phatthana Road,,13.0,3100.0,48247.0,,,13.95457,100.57406,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57406 13.95457)
6140,2,227,3.2,19,25023,P1.11,,Wireless Road,,Witthayu Intersection-645,,10.0,645.0,,25015.0,,13.72627,100.54451,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54451 13.72627)
6141,2,227,3.2,19,25015,P3.37,,Wireless Road,,Lumphini Police Station,,10.0,645.0,25023.0,25016.0,,13.73165,100.54555,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54555 13.73165)
6142,2,227,3.2,19,25016,P1.12,,Wireless Road,,Sarasin Junction,,10.0,645.0,25015.0,25017.0,,13.7341,100.54594,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54594 13.7341)
6143,2,227,3.2,19,25017,P3.37,,Wireless Road,,Wireless Rd. Building,,10.0,645.0,25016.0,25018.0,,13.73921,100.54681,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54681 13.73921)
6144,2,227,3.2,19,25018,P1.11,,Wireless Road,,Phloen Chit Intersection-645,,10.0,645.0,25017.0,25019.0,,13.74334,100.54749,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54749 13.74334)
6145,2,227,3.2,19,25019,P3.37,,Wireless Road,,Nai Loet International Hotel,,10.0,645.0,25018.0,25020.0,,13.74682,100.54808,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54808 13.74682)
6146,2,227,3.2,19,25020,P1.11,,Wireless Road,,Witthayu-phet Intersection-645,,10.0,645.0,25019.0,,,13.74969,100.54859,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54859 13.74969)
6148,2,227,3.2,19,25514,P1.11,,Wisutkasat Road,,Bang Khun Phrom Intersection-646,,10.0,646.0,,25515.0,,13.76692,100.5011,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5011 13.76692)
6149,2,227,3.2,19,25515,P1.11,,Wisutkasat Road,,Wisut Kasat Intersection-646,,10.0,646.0,25514.0,25516.0,,13.76251,100.50436,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50436 13.76251)
6150,2,227,3.2,19,25516,P1.11,,Wisutkasat Road,,Cho. Po. Ro. Intersection,,10.0,646.0,25515.0,25517.0,,13.75998,100.50767,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50767 13.75998)
6151,2,227,3.2,19,25517,P1.11,,Wisutkasat Road,,Chakkraphatdiphong Intersection-646,,10.0,646.0,25516.0,,,13.75825,100.50951,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.50951 13.75825)
6153,2,227,3.2,19,22032,P3.2,,Wongsawang Road,,Rama 7 Bridge-639,,12.0,639.0,,22022.0,,13.80936,100.51085,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51085 13.80936)
6154,2,227,3.2,19,22022,P1.12,,Wongsawang Road,,Soi Wongsawang 1,,10.0,639.0,22032.0,22023.0,,13.81813,100.51725,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.51725 13.81813)
6155,2,227,3.2,19,22023,P3.37,,Wongsawang Road,,Chuthammanuson School,,10.0,639.0,22022.0,22024.0,,13.82161,100.5211,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5211 13.82161)
6156,2,227,3.2,19,22024,P3.37,,Wongsawang Road,,Dusit Villa,,10.0,639.0,22023.0,22033.0,,13.82559,100.52552,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52552 13.82559)
